vfid,RA,DEC,vr,radius,objname
VFID3866,189.1218,18.30038,892.9,25.889357,2MASXJ12362919+1818022
VFID3867,204.1064,18.29815,954.1,9.956834,SDSSJ133625.55+181753.5
VFID3868,189.44128,18.2973,2553.2,8.601319,SDSSJ123745.89+181750.2
VFID3869,172.21327,18.282673,1303,30.487461,PGC086634
VFID3870,246.63414,18.272745,2363.9,11.698259,PGC1554913
VFID3871,189.43211,18.265526,2545.4,11.146057,SDSSJ123743.70+181556.0
VFID3872,170.00275,18.260464,1638.4,30.20795,UGC06341
VFID3873,268.77197,18.2572,3127,26.984928,UGC11037
VFID3874,188.07957,18.2447,833.5,31.486273,IC3473
VFID3875,178.51389,18.236599,2845.2,9.663206,PGC1553888
VFID3876,168.59203,18.226099,902.2,10.892342,SDSSJ111422.10+181333.8
VFID3877,187.78824,18.219944,1519.6,9.596685,SDSSJ123109.18+181311.8
VFID3878,158.31764,18.219597,1281.9,16.135328,SDSSJ103316.23+181310.5
VFID3879,170.18735,18.219515,1478,12.1933,PGC1553459
VFID3880,186.48183,18.214115,915.4,104.742096,NGC4394
VFID3881,169.02501,18.211445,872.8,15.853357,PGC1553230
VFID3882,188.64474,18.202663,1394.6,82.05806,NGC4539
VFID3883,151.0216,18.197622,2119,12.945572,SDSSJ100405.21+181150.8
VFID3884,186.20152,18.195103,691.9,32.81869,IC3292
VFID3885,175.83322,18.19063,3193.2,42.181427,UGC06687
VFID3886,186.35,18.190178,718.7,208.5073,NGC4382
VFID3887,229.44498,18.181417,1545.9,8.612342,SDSSJ151746.79+181053.2
VFID3888,169.24564,18.148605,1210.9,95.525925,NGC3608
VFID3889,186.35022,18.13988,773,15.070277,PGC040512
VFID3890,266.30957,18.138885,3060.6,50.36412,UGC10966
VFID3891,186.6738,18.137089,708.5,27.005926,SDSSJ122641.71+180813.4
VFID3892,165.85579,18.135334,975.8,87.52281,NGC3507
VFID3893,193.68913,18.13483,1136.7,100,EVCC1234
VFID3894,240.89029,18.125994,2107.1917,15.949088,
VFID3895,169.14696,18.118376,1136.2,33.89388,PGC034407
VFID3896,168.86229,18.110376,837.1,71.96499,NGC3599
VFID3897,169.80144,18.0594,992.5,23.995028,PGC034626
VFID3898,169.22766,18.051855,930.1,137.7594,NGC3607
VFID3899,188.15065,18.023104,838.9,36.151077,PGC041598
VFID3900,169.19417,18.017149,675.2,37.50777,NGC3605
VFID3901,182.8434,18.0166,2326.9,34.6036,UGC07186
VFID3902,187.75972,18.003437,2084,36.78475,SDSSJ123102.35+180012.4
VFID3903,196.67714,18.002121,1573,17.993732,PGC166153
VFID3904,196.68005,17.993725,1574.0914,11.994019,
VFID3905,165.697,17.989435,1125.9,129.15799,NGC3501
VFID3906,172.02594,17.98692,1067.2,36.995865,SDSSJ112806.22+175912.9
VFID3907,195.83487,17.986023,963.9,14.12932,SDSSJ130320.36+175909.7
VFID3908,175.8831,17.975283,3228.7,13.125663,PGC139672
VFID3909,163.0891,17.935265,1303.6,32.21968,PGC032630
VFID3910,240.466,17.928007,2190,8.056033,PGC1545514
VFID3911,125.85667,17.915833,1475,9.229976,AGC189201
VFID3912,183.50548,17.899862,2317.8,16.524231,UGC07237
VFID3913,236.74535,17.884224,3290.7,44.990543,NGC5996
VFID3914,174.97571,17.882076,3105.6,17.706032,PGC036178
VFID3915,169.9096,17.869349,1245.9762,54.59549,
VFID3916,240.0576,17.848295,2053.3,11.37945,PGC1543427
VFID3917,163.3105,17.841162,1158.4,15.244783,SDSSJ105314.53+175028.2
VFID3918,177.3125,17.828611,3068,7.2041297,AGC219540
VFID3919,186.80313,17.820894,935.1,22.086212,PGC040814
VFID3920,170.93973,17.818663,1288,58.900806,NGC3659
VFID3921,169.40916,17.818089,1286.8,37.594234,PGC034493
VFID3922,188.70558,17.81426,1198.2,52.4954,IC3530
VFID3923,194.6499,17.813038,1015.5,19.059929,PGC166150
VFID3924,163.56404,17.810202,973.3,32.517807,UGC06022
VFID3925,141.06975,17.807108,2555.6,16.486227,PGC026647
VFID3926,169.21336,17.797787,972.2,38.5586,UGC06296
VFID3927,208.85443,17.79487,954.9,82.81734,UGC08839
VFID3928,185.8824,17.7946,888.6,15.635841,PGC040235
VFID3929,196.84642,17.79115,2955.7,21.934172,PGC045452
VFID3930,175.07951,17.765635,3242.1,31.125853,NGC3802
VFID3931,248.83629,17.765293,2740.3,12.738587,PGC058551
VFID3932,188.99625,17.760557,1351,12.447628,AGC229321
VFID3933,198.98454,17.760532,973.6,15.244783,PGC046161
VFID3934,196.12573,17.759342,687,34.6036,PGC086645
VFID3935,139.58273,17.753338,3012.5,36.823177,UGC04925
VFID3936,232.96503,17.752151,2063.1,7.631595,SDSSJ153151.60+174507.7
VFID3937,169.44168,17.738033,1466,12.27782,PGC1540371
VFID3938,183.70741,17.718971,2375.1,15.492491,PGC089680
VFID3939,184.67413,17.718704,675.3,31.486273,UGC07346
VFID3940,242.14,17.706667,1875,9.576019,AGC268354
VFID3941,236.3946,17.700089,3086.5,25.593004,IC1135
VFID3942,169.58842,17.697186,1052.3,24.050343,PGC086629
VFID3943,150.43745,17.687225,2225.1,47.806168,PGC2806966
VFID3944,185.48276,17.681278,2024.3,12.014813,SDSSJ122155.85+174052.5
VFID3945,182.9579,17.676674,2409.4,13.712646,PGC1538667
VFID3946,184.3636,17.650509,947.1,30.069157,PGC039413
VFID3947,169.52141,17.649458,967.1,27.933237,IC2703
VFID3948,166.23676,17.641777,907.7,19.059929,SDSSJ110456.82+173830.5
VFID3949,166.38551,17.639608,1039.9,45.932625,PGC033523
VFID3950,185.29715,17.638618,2095.9,19.775217,PGC039904
VFID3951,182.78596,17.631435,2357.2,7.675758,PGC1537492
VFID3952,163.70253,17.621174,1159.2,29.1153,NGC3457
VFID3953,271.95493,17.604687,2225.3,58.900806,NGC6555
VFID3954,127.768555,17.595343,2100.5,7.658104,PGC1536571
VFID3955,106.16667,17.58257,1183,51.89449,UGC03658
VFID3956,163.25037,17.57442,1110.3,53.225685,NGC3443
VFID3957,162.60641,17.564245,1136.2,25.06809,UGC05945
VFID3958,185.9062,17.540945,1149.4,40.282948,NGC4344
VFID3959,267.6674,17.53786,3039.9,42.376125,NGC6467
VFID3960,208.79083,17.536667,2827,13.922989,AGC239063
VFID3961,174.11292,17.53139,3250,100,AGC219530
VFID3962,120.09975,17.524155,2048.8,11.671354,PGC1534834
VFID3963,187.4308,17.5155,679.8,13.935458,PGC041206
VFID3964,190.58568,17.509794,1168.5,23.394903,PGC086641
VFID3965,170.35521,17.509712,1042.1,24.952913,PGC1534499
VFID3966,166.60503,17.507988,2952,37.6809,UGC06157
VFID3967,166.71274,17.500902,949.4,8.997488,SDSSJ110651.09+173002.8
VFID3968,185.20341,17.487158,1412.3,41.98762,UGC07399A
VFID3969,170.74748,17.473825,1384.1,18.626072,PGC086673
VFID3970,192.63033,17.471323,851.5,28.452555,PGC043457
VFID3971,163.7778,17.462652,1166.7,16.524231,PGC1533359
VFID3972,188.32698,17.45934,1162.4,24.328833,UGC07707
VFID3973,175.067,17.457262,3136.8,24.384916,PGC036194
VFID3974,239.63477,17.441475,2173,67.007164,IC1151
VFID3975,169.49182,17.441355,767,26.737528,PGC034522
VFID3976,187.5212,17.3979,2485.8,29.793482,PGC041263
VFID3977,167.05798,17.389433,2941.3,7.890804,PGC1531600
VFID3978,164.16104,17.383715,947.9,11.353277,SDSSJ105638.66+172301.2
VFID3979,163.62302,17.343983,1103.5,72.297165,NGC3454
VFID3980,181.72536,17.340267,2128,26.984928,PGC166122
VFID3981,172.60916,17.332441,1177.5,17.183882,PGC3090344
VFID3982,236.43344,17.313417,3259.7,44.271194,PGC086661
VFID3983,177.34042,17.29,1370,19.360544,AGC219541
VFID3984,187.4373,17.2874,1318.8,15.635841,PGC041214
VFID3985,110.58348,17.286844,2530,45.616425,UGC03820
VFID3986,163.6295,17.28473,1104.4,68.56796,NGC3455
VFID3987,161.76683,17.273657,1280.7,73.13432,NGC3370
VFID3988,161.69884,17.27316,1303.5819,71.854416,
VFID3989,141.21559,17.261494,2617.3,12.27782,PGC1528515
VFID3990,168.61389,17.260069,1299.5,63.99135,NGC3592
VFID3991,127.50702,17.259861,2085.7,33.660553,UGC04444
VFID3992,177.27315,17.255682,618.2,7.2463827,PGC1528400
VFID3993,195.93565,17.247406,2730.7,6.7316456,SDSSJ130344.56+171450.6
VFID3994,184.86952,17.230436,918.9,28.981525,UGC07366
VFID3995,171.93314,17.224115,1156.4,87.12068,NGC3686
VFID3996,187.84612,17.206518,1352,29.182417,IC3448
VFID3997,243.33531,17.19265,1084.9,28.782019,UGC10281
VFID3998,197.51917,17.18361,3198,14.811146,AGC239059
VFID3999,154.76903,17.183355,1965.2,7.855906,SDSSJ101904.56+171100.0
VFID4000,177.17953,17.18143,1067.7,15.105019,SDSSJ114843.14+171053.1
VFID4001,173.56754,17.163067,1053.6,20.99526,PGC166113
VFID4002,156.27583,17.16055,752,100,
VFID4003,156.2835,17.155067,811.55505,104.46877,
VFID4004,163.14552,17.144938,1118,9.313679,SDSSJ105234.93+170841.8
VFID4005,163.8708,17.141848,1072.5,29.1153,UGC06035
VFID4006,171.25739,17.08582,1204.9,70.22829,PGC035087
VFID4007,164.08308,17.085012,960.7,8.455149,SDSSJ105619.93+170505.9
VFID4008,100.719376,17.084917,2521,100,PGC2816547
VFID4009,187.12299,17.084898,1954.2,163.72736,NGC4450
VFID4010,171.7966,17.03021,1159.1,68.72603,NGC3684
VFID4011,185.34378,17.024784,3235.2432,23.54023,
VFID4012,186.2656,17.015942,2434,38.293163,IC3298
VFID4013,163.93521,17.00501,1137.8,18.75518,PGC032843
VFID4014,174.98459,16.955015,3190.4,17.869864,PGC036181
VFID4015,172.03922,16.920444,1064.7,44.578068,NGC3691
VFID4016,124.01471,16.901001,2850.5,8.553055,PGC1519789
VFID4017,176.16966,16.899632,919.9,9.292258,PGC1519757
VFID4018,113.18534,16.897295,2408.6,13.903408,PGC021245
VFID4019,171.29523,16.882866,1023.2,17.263199,PGC035096
VFID4020,165.19655,16.882132,1136.2,10.546813,SDSSJ110047.14+165255.5
VFID4021,170.45012,16.879805,1471.4,11.223318,PGC1519262
VFID4022,233.78682,16.870855,1991.2,21.783178,PGC055511
VFID4023,171.62419,16.863293,1233,52.254208,NGC3681
VFID4024,187.91476,16.852793,1506,86.32195,NGC4498
VFID4025,186.0081,16.8393,1637.8,100,EVCC0504
VFID4026,169.46167,16.821123,3184,11.120421,PGC1517786
VFID4027,186.22859,16.81087,2385.1,9.707809,SDSSJ122454.85+164839.1
VFID4028,187.33823,16.806364,869.5,24.78114,PGC041149
VFID4029,163.37369,16.786013,1094.5,44.783833,NGC3447A
VFID4030,163.3499,16.772419,1085.6,101.41945,NGC3447
VFID4031,187.7177,16.758816,939.8,51.656055,NGC4489
VFID4032,168.06555,16.753965,1205,26.984928,PGC087172
VFID4033,176.3608,16.745491,3206.4,12.249581,SDSSJ114526.60+164443.7
VFID4034,177.1875,16.739721,1616,16.757566,AGC219539
VFID4035,141.6687,16.735184,2469.9,7.8184605,PGC1515746
VFID4036,165.64671,16.73486,1033.6,57.163822,UGC06112
VFID4037,163.37325,16.733236,1073.5,12.506082,SDSSJ105329.58+164359.6
VFID4038,178.50684,16.723043,983.3,15.889903,PGC166116
VFID4039,185.89719,16.72238,949.5,84.55149,NGC4340
VFID4040,186.66183,16.717693,1613.6,13.555678,SDSSJ122638.81+164303.8
VFID4041,158.22417,16.71389,1747,7.496758,AGC208592
VFID4042,237.26161,16.71361,2054,28.637741,HIPASSJ1548+16
VFID4043,185.99089,16.693275,1246.5,83.96944,NGC4350
VFID4044,165.09909,16.692213,940.7,40.749405,UGC06083
VFID4045,188.01363,16.687696,1627,31.125853,NGC4502
VFID4046,148.27977,16.677671,1403.1,97.52619,NGC3041
VFID4047,122.26423,16.676138,2839,29.24969,UGC04247
VFID4048,175.50717,16.675682,3061.7,8.435702,SDSSJ114201.70+164032.4
VFID4049,234.18793,16.652342,1924.3342,5.2115397,
VFID4050,169.45164,16.640049,1041.1,13.649642,PGC1513499
VFID4051,238.67183,16.617208,2286.2,19.280632,UGC10086
VFID4052,188.8834,16.612104,2116.3,15.279926,PGC041945
VFID4053,238.66003,16.610453,2390.6,11.353277,PGC214434
VFID4054,185.33,16.609295,1364.1,8.997488,PGC039928
VFID4055,234.132,16.607805,1963.9,75.01036,NGC5962
VFID4056,165.46234,16.606962,2945.4,41.41153,UGC06104
VFID4057,176.99,16.59528,3299,5.8076944,
VFID4058,170.72755,16.590197,1500.7,43.563347,NGC3655
VFID4059,195.37364,16.572565,2666.8,27.99763,2MASXJ13012967+1634220
VFID4060,174.40427,16.556282,1039.1,64.13886,UGC06594
VFID4061,180.96063,16.55454,2069.3,23.233854,UGC07039
VFID4062,233.79297,16.549608,1031.4,29.24969,UGC09912
VFID4063,213.91884,16.54903,2270.9,49.78761,UGC09126
VFID4064,190.9754,16.54739,1287.6,24.456404,SDSSJ124354.11+163250.5
VFID4065,215.53987,16.545475,2342.7,13.807697,PGC1511334
VFID4066,184.31227,16.531324,907.6,40.65568,NGC4239
VFID4067,174.39084,16.526667,1242,20.953423,AGC219532
VFID4068,169.55167,16.526112,1127,30.545633,AGC219464
VFID4069,186.6089,16.5231,2032.8,13.308259,PGC040687
VFID4070,194.21455,16.506721,1226.6,57.072697,SDSSJ125651.47+163024.2
VFID4071,242.0761,16.49086,1138.6,10.66894,PGC1510033
VFID4072,125.67269,16.480896,1998.8,14.966535,SDSSJ082241.42+162851.2
VFID4073,182.9093,16.478584,2341.2,13.095475,PGC038837
VFID4074,186.35619,16.469975,1707.8,50.132717,NGC4383
VFID4075,170.80792,16.452967,1103.1,8.455149,PGC1509123
VFID4076,233.63467,16.44238,1890.3105,65.56739,
VFID4077,234.13295,16.440289,1906.1,26.18914,UGC09925
VFID4078,172.47685,16.42984,1063.4,29.426542,PGC035426
VFID4079,186.34006,16.42976,1672.1,29.384699,UGC07504
VFID4080,186.83513,16.428308,782.9,21.336405,PGC040835
VFID4081,191.21582,16.418232,963.2,17.302994,SDSSJ124451.77+162505.5
VFID4082,148.95102,16.41363,804.8,27.613487,UGC05332
VFID4083,187.35971,16.404768,1557,43.764427,IC0796
VFID4084,263.16577,16.401695,3118.4,36.067932,NGC6389
VFID4085,190.92775,16.393507,799.8,116.17729,NGC4651
VFID4086,233.58353,16.384743,3076.2,100,SDSSJ153420.04+162305.0
VFID4087,215.48576,16.380598,2310.9,8.205806,SDSSJ142156.58+162250.1
VFID4088,176.03932,16.371033,3291.9,20.42308,PGC036501
VFID4089,102.651405,16.355755,2548,26.860943,UGC03564
VFID4090,176.8231,16.334654,809,12.797385,SDSSJ114717.56+162004.5
VFID4091,233.85152,16.329113,1087.3,100,SDSSJ153524.36+161944.8
VFID4092,237.81145,16.32795,2081.9,55.862614,UGC10061
VFID4093,169.3209,16.327139,1050.1,34.207493,UGC06300
VFID4094,229.47708,16.312273,720.4,22.652767,PGC054607
VFID4095,177.48802,16.295483,1217.5,9.956834,SDSSJ114957.11+161743.6
VFID4096,102.991455,16.29464,2675,23.287413,PGC019750
VFID4097,168.13208,16.289629,1250.1,24.384916,PGC087259
VFID4098,236.91385,16.282852,2102,9.059855,PGC1505120
VFID4099,188.27069,16.265512,954.6,40.468887,NGC4515
VFID4100,236.29073,16.25042,2830.7,9.270886,PGC1504359
VFID4101,173.73546,16.247883,1136.9,10.450119,SDSSJ113456.50+161452.5
VFID4102,187.19363,16.224545,1979.3723,39.85315,
VFID4103,236.36166,16.221668,2848.6,7.751456,AGC257937
VFID4104,175.75917,16.216667,3021,14.9548,AGC219536
VFID4105,176.67625,16.194443,3226,12.144185,AGC219537
VFID4106,212.6,16.183018,2389.4,20.096539,PGC050597
VFID4107,186.52972,16.180965,1729.8,45.721584,NGC4405
VFID4108,157.45532,16.180899,3265.6,15.385841,PGC030932
VFID4109,233.56842,16.178165,1771.8,100,SDSSJ153416.42+161041.3
VFID4110,156.42383,16.174297,3282.7,9.933933,PGC1502532
VFID4111,233.57501,16.172441,1771,10.817359,SDSSJ153418.00+161020.6
VFID4112,171.37068,16.172022,864.6,16.83144,PGC1502483
VFID4113,176.12758,16.163326,3298,14.064402,PGC1502260
VFID4114,175.22864,16.128149,3296.5532,22.834726,
VFID4115,212.60199,16.112543,2301.9,23.341097,PGC050599
VFID4116,176.42873,16.10502,3171.2,7.2463827,PGC1500815
VFID4117,190.75146,16.087154,776.4,68.24728,SDSSJ124300.35+160513.8
VFID4118,244.18591,16.085802,2250.5,58.47644,PGC2801027
VFID4119,176.01083,16.062778,3130,9.835766,AGC215196
VFID4120,180.8999,16.0555,909.4,19.684359,PGC038113
VFID4121,178.2511,16.041546,931.1,100,SDSSJ115300.30+160229.4
VFID4122,182.65631,16.032959,2163.6,40.937492,NGC4152
VFID4123,188.63403,16.032642,1001.8,13.308259,PGC041831
VFID4124,186.82053,16.024574,1704.1,24.328833,IC3369
VFID4125,188.68822,16.024296,885,8.396944,PGC041863
VFID4126,165.85976,16.016218,1230.1,30.911583,PGC087171
VFID4127,175.58566,16.010801,3076.5,33.35195,UGC06666
VFID4128,210.81038,16.005474,2486.1,11.069328,PGC050061
VFID4129,151.77992,15.98408,844.8,26.370676,UGC05453
VFID4130,175.46089,15.973677,739.8,21.04366,UGC06655
VFID4131,175.41553,15.965721,3224.3,41.316284,UGC06653
VFID4132,182.72731,15.946274,2129.2,13.493396,PGC038779
VFID4133,186.91975,15.9449625,867.9,9.865549,PGC040899
VFID4134,190.08199,15.935244,1705.1,19.684359,PGC042442
VFID4135,103.86187,15.9344225,2073.6,27.297398,UGC03602
VFID4136,184.8447,15.924125,804.55786,11.022797,
VFID4137,188.17773,15.909892,1191.3,17.503353,PGC041607
VFID4138,185.75719,15.90553,1820.6,36.908062,NGC4322
VFID4139,153.61903,15.902913,3042.9,25.416822,UGC05526
VFID4140,186.79764,15.897093,2357.9,26.128908,IC3365
VFID4141,183.26933,15.892901,778.3,12.448622,PGC038970
VFID4142,153.55443,15.861722,2968.4,12.797385,PGC1495046
VFID4143,193.18433,15.847766,1241.5,82.62686,NGC4758
VFID4144,186.40001,15.8476305,1072.8,40.097866,PGC040547
VFID4145,208.27261,15.844525,3062.1,32.894344,PGC049318
VFID4146,186.40181,15.829945,1073,40.097866,IC3313
VFID4147,185.72867,15.822249,1574,182.86107,NGC4321
VFID4148,214.8312,15.810685,2207.8,10.571126,PGC1493835
VFID4149,147.31226,15.807499,1449.4,12.651814,AGC193921
VFID4150,137.13136,15.799133,956.2,31.10225,SDSSJ090831.52+154756.8
VFID4151,185.53189,15.79904,1297.8,33.738148,PGC040045
VFID4152,158.5225,15.780592,1227.9,13.042567,AGC205161
VFID4153,150.35802,15.769994,2404.8,40.282948,NGC3094
VFID4154,150.00981,15.768669,2326,14.149828,AGC205097
VFID4155,162.65895,15.763338,1119.5,32.74321,UGC05948
VFID4156,150.48007,15.760301,2248.8,17.407349,AGC205104
VFID4157,185.41156,15.745132,1269.2,36.908062,IC0783
VFID4158,186.89493,15.739533,1367.7,6.6699295,PGC040881
VFID4159,185.58168,15.7336235,1201.8,22.704987,IC0783A
VFID4160,187.7511,15.730717,1876.3,32.293957,PGC041387
VFID4161,186.26775,15.711287,1390,10.4260845,PGC040462
VFID4162,185.47366,15.645962,840.6,29.317116,UGC07425
VFID4163,158.07019,15.621648,3189.3,15.590702,AGC205158
VFID4164,187.66101,15.608114,825.6,12.137277,PGC041336
VFID4165,186.31139,15.607418,1049.9,55.99139,NGC4379
VFID4166,179.66824,15.592769,564.9,7.032686,PGC1488625
VFID4167,193.69301,15.591689,2638.4,12.886093,PGC3090638
VFID4168,232.91277,15.591612,1767.2,19.503891,PGC055308
VFID4169,188.71178,15.551327,1284.7,65.78415,NGC4540
VFID4170,168.60487,15.533855,857.2,16.87024,PGC1487160
VFID4171,233.2517,15.519092,2008.8,10.402105,SDSSJ153300.41+153108.8
VFID4172,236.45236,15.516151,2244.9,2.5664253,AGC257938
VFID4173,273.57703,15.504611,2953,45.406837,PGC061621
VFID4174,121.5519,15.504206,1984.9,50.396976,PGC2807125
VFID4175,169.93791,15.502222,1334,32.15814,AGC215287
VFID4176,183.07909,15.483103,1212.6,16.562323,PGC038893
VFID4177,185.60133,15.4710455,921,17.503353,PGC040083
VFID4178,186.76062,15.461464,1551.2,77.646385,NGC4421
VFID4179,178.08409,15.460111,786.8,18.32826,SDSSJ115220.20+152736.2
VFID4180,161.2909,15.449905,1223.2,14.29293,PGC3090611
VFID4181,187.00844,15.444529,2396.8,8.494176,PGC040948
VFID4182,168.31792,15.407778,1479.2,21.49952,AGC215280
VFID4183,175.11398,15.401203,3290.6,18.076788,PGC1483652
VFID4184,184.8183,15.3962,1986.1,15.635841,PGC039648
VFID4185,235.16724,15.389055,2020.2,9.443245,PGC1483329
VFID4186,234.83348,15.384363,2005.1,37.76776,UGC09951
VFID4187,209.42104,15.373171,1257,35.747124,AGC233571
VFID4188,188.48616,15.354724,2333.9,45.19821,IC0800
VFID4189,175.05626,15.342331,3299.2,50.248287,NGC3800
VFID4190,159.27,15.337505,724,11.405682,PGC1481912
VFID4191,130.96667,15.330488,1454.008,33.762756,
VFID4192,131.35594,15.329474,1610.9,5.849534,SDSSJ084525.40+151946.0
VFID4193,184.29759,15.323903,863.8,65.63285,NGC4237
VFID4194,124.27377,15.312184,2569.5,4.122126,SDSSJ081705.70+151843.2
VFID4195,188.03993,15.300973,1576.8,20.235842,PGC041544
VFID4196,189.96616,15.297731,630.6,45.721584,NGC4595
VFID4197,156.05917,15.285557,3119,11.9218,AGC205148
VFID4198,186.49547,15.277174,942.8,12.27782,PGC040617
VFID4199,171.1854,15.275446,1120.1,20.754929,PGC1480186
VFID4200,177.3793,15.261031,860.5,20.224533,SDSSJ114931.03+151539.7
VFID4201,188.6905,15.22067,664.3,32.44302,IC3522
VFID4202,157.16867,15.2204895,3187.4,7.845561,SDSSJ102840.48+151313.7
VFID4203,233.64638,15.199223,1924.6,30.628185,NGC5954
VFID4204,186.39516,15.194386,1496.4,13.186249,PGC040540
VFID4205,233.63498,15.193793,1969.8,44.169376,NGC5953
VFID4206,188.63374,15.180085,639.44336,17.631327,
VFID4207,107.00523,15.17832,2202.1,60.55099,UGC03691
VFID4208,192.41154,15.16497,1103.7,131.5592,NGC4710
VFID4209,184.9043,15.162173,1194.4,8.853627,PGC039692
VFID4210,125.88021,15.151323,2545,13.610144,AGC188762
VFID4211,120.85249,15.141248,1986.5,30,PGC166094
VFID4212,233.63805,15.133163,1695.2,25.010435,UGC09902
VFID4213,187.97824,15.123921,2096.4,32.970177,IC0797
VFID4214,184.04193,15.123648,614.5,12.797385,PGC1475898
VFID4215,182.13052,15.094801,588.408,41.896954,
VFID4216,215.61417,15.085685,2285.8,35.246925,UGC09206
VFID4217,164.82216,15.085153,2105,11.9983425,PGC4689199
VFID4218,185.42342,15.075574,1223.4,22.496826,PGC039971
VFID4219,175.88542,15.0425,2970,17.94156,AGC215226
VFID4220,188.17853,15.036147,1299,10.330498,PGC169515
VFID4221,163.01987,15.030431,828.3,30.45449,SDSSJ105204.79+150149.6
VFID4222,187.43578,15.024773,1320.3,20.28249,PGC041211
VFID4223,177.51135,15.023282,752.4,15.244783,PGC036976
VFID4224,185.36331,15.021285,1861.5,26.860943,PGC039942
VFID4225,233.42944,15.007223,1778.5,91.01674,NGC5951
VFID4226,183.91714,15.00566,1083.7,25.358366,UGC07269
VFID4227,187.18027,14.999436,1668.4,78.00478,IC3392
VFID4228,175.57817,14.9959,1027.7,39.456745,UGC06669
VFID4229,150.41542,14.992072,2428.3,6.7105556,AGC205102
VFID4230,272.9634,14.981562,2286.1,47.002533,NGC6574
VFID4231,183.78563,14.971918,1152.9,10.817359,PGC039164
VFID4232,185.0137,14.961516,1354.4,39.095005,IC0781
VFID4233,165.345,14.925557,3141.8,11.393465,AGC215253
VFID4234,192.23071,14.907906,1403.5,38.5586,IC3806
VFID4235,184.8775,14.877561,1367.4,52.134026,NGC4262
VFID4236,160.9121,14.871913,1255.7,79.08994,NGC3346
VFID4237,189.56624,14.869926,740.1,18.455307,PGC042219
VFID4238,164.08125,14.866389,3139.3,100,AGC205216
VFID4239,187.90756,14.858874,2559.9,28.387115,IC3453
VFID4240,194.53746,14.858854,853.2,26.128908,UGC08081
VFID4241,162.03561,14.854586,2841.3,11.943215,PGC1468846
VFID4242,165.00996,14.841528,1433.3,64.73233,NGC3485
VFID4243,171.7297,14.834257,913,8.940102,AGC215296
VFID4244,173.45868,14.824633,1119,10.402105,PGC1468083
VFID4245,235.066,14.808357,3063.6,8.416301,PGC1467697
VFID4246,196.7334,14.807363,970.9,14.29293,PGC045416
VFID4247,186.34654,14.803442,1400.6,14.795214,PGC040511
VFID4248,168.7759,14.787062,1192.5,109.17451,NGC3596
VFID4249,269.66443,14.782837,2957.5,18.076788,PGC1467048
VFID4250,186.74652,14.782391,1873,12.221408,PGC040779
VFID4251,215.92519,14.775983,2453.2341,23.272337,
VFID4252,184.0859,14.773989,528.5,9.486833,PGC1466850
VFID4253,187.73221,14.7739315,2537.4,22.600666,PGC041370
VFID4254,183.35959,14.772043,2074.5,26.068813,UGC07223
VFID4255,141.98154,14.7664995,2126.4,11.405682,PGC1466669
VFID4256,186.30135,14.762217,1359.4,47.876373,NGC4377
VFID4257,185.58138,14.760793,977.1,38.205093,UGC07436
VFID4258,156.16714,14.756659,1386,66.24014,UGC05633
VFID4259,184.5178,14.753015,1766,20.765326,SDSSJ121804.26+144510.4
VFID4260,192.29825,14.752755,1599.1,1.7002091,SDSSJ124911.58+144509.7
VFID4261,125.96675,14.752218,1957.9,23.88478,UGC04385
VFID4262,267.01846,14.741381,1801.6,38.38144,UGC10985
VFID4263,189.19637,14.739777,545.7,13.431399,PGC042084
VFID4264,164.89851,14.735527,3113.4,13.904083,SDSSJ105935.63+144407.7
VFID4265,189.76953,14.730857,1160.3,31.413857,IC3612
VFID4266,103.37375,14.728945,2398.2,30.840488,UGC03586
VFID4267,190.08147,14.714951,2002.5,36.993145,IC3637
VFID4268,168.81738,14.69864,1092.8,14.735165,SDSSJ111516.15+144154.9
VFID4269,216.06166,14.653611,2459,7.512861,AGC248933
VFID4270,158.12912,14.650483,3159.6,66.32215,PGC087169
VFID4271,182.67035,14.646128,2468,14.194538,PGC038754
VFID4272,176.51321,14.643773,3110.2,9.486833,PGC1463327
VFID4273,215.95638,14.638746,2312.7,47.876373,NGC5600
VFID4274,185.18301,14.631138,594.6,9.911086,PGC039849
VFID4275,173.00804,14.610811,1123.5,18.583233,PGC035565
VFID4276,185.38673,14.606055,1128.4,76.053856,NGC4298
VFID4277,238.55794,14.601172,1854.5,52.981136,NGC6012
VFID4278,185.42647,14.598438,1129.5,179.93732,NGC4302
VFID4279,177.73317,14.594885,1008.6,10.283033,PGC037048
VFID4280,238.68784,14.583972,1974.5,11.094846,SDSSJ155445.07+143502.4
VFID4281,168.88496,14.577356,1133,10.742893,SDSSJ111532.38+143438.4
VFID4282,186.19817,14.57636,1201,9.5306225,PGC040422
VFID4283,188.2814,14.574935,942.3,52.616417,NGC4516
VFID4284,185.42668,14.572069,1274.0823,4.2972355,
VFID4285,176.66412,14.560379,3163.4,5.549129,SDSSJ114639.39+143337.4
VFID4286,194.57224,14.55694,2037,69.842735,UGC08085
VFID4287,150.71255,14.553348,2792.1,14.891523,AGC205105
VFID4288,180.96059,14.550268,896,36.569687,UGC07038
VFID4289,176.69252,14.533065,3154.1,25.534142,UGC06753
VFID4290,190.78416,14.519966,1217.8,11.069328,PGC042771
VFID4291,184.21834,14.514762,1264.1,33.275246,IC3096
VFID4292,181.38625,14.490049,1511.5,13.744257,PGC038299
