t1_vfid,t1_ra,t1_dec,t1_vr,t1_radius,t1_objname,flux_g,flux_r,flux_w1,flux_w2,flux_w3,flux_w4,flux_z,dist_arcsec
VFID3861,184.2109,18.3392,1005.8,100,EVCC0259,62.4196,113.028,0.622769,0.132674,0.000366,8e-06,154.775,0.121352648965495
VFID3862,268.9991,18.338297,3000.8,62.3909,NGC6500,6792.32,16138.9,0.293598,0.068792,0.000161,4e-06,30226.3,0.195093254521226
VFID3863,236.5138,18.338037,2066.7,8.874038,PGC1556790,163.187,239.855,2.18132,0.451847,0.001741,2e-05,313.581,0.104448632459811
VFID3865,268.71136,18.326717,3134.6,43.163956,NGC6495,5455.76,12360.5,0.337087,0.081421,0.000172,4e-06,24090.4,0.857612750419418
VFID3866,189.1218,18.30038,892.9,25.889357,2MASXJ12362919+1818022,669.557,1245.22,0.372405,0.075905,0.0002,5e-06,1886.56,0.251080454775025
VFID3867,204.1064,18.29815,954.1,9.956834,SDSSJ133625.55+181753.5,88.0275,124.196,0.997476,0.213616,0.000693,1.3e-05,152.379,0.815535054887924
VFID3868,189.44128,18.2973,2553.2,8.601319,SDSSJ123745.89+181750.2,68.4402,78.535,2.52556,0.458307,0.00077,1.1e-05,81.7503,0.0300589039648155
VFID3870,246.63414,18.272745,2363.9,11.698259,PGC1554913,359.705,618.645,0.782758,0.167037,0.000344,7e-06,870.984,0.216704548197454
VFID3870,246.63414,18.272745,2363.9,11.698259,PGC1554913,0,0,0,0,0,0,0,0.0460218451155256
VFID3871,189.43211,18.265526,2545.4,11.146057,SDSSJ123743.70+181556.0,147.253,209.029,0.403151,0.079282,0.00018,4e-06,254.843,0.161281078642015
VFID3872,170.00275,18.260464,1638.4,30.20795,UGC06341,547.576,780.068,0.357429,0.07362,0.000187,4e-06,966.99,0.923853707238669
VFID3874,188.07957,18.2447,833.5,31.486273,IC3473,1561.42,2633.61,0.157823,0.031879,9.3e-05,3e-06,3682.51,0.630918067149234
VFID3875,178.51389,18.236599,2845.2,9.663206,PGC1553888,241.131,376.048,1.48858,0.306329,0.0006,1.1e-05,500.065,0.182294925042914
VFID3876,168.59203,18.226099,902.2,10.892342,SDSSJ111422.10+181333.8,70.615,108.501,1.28885,0.255727,0.000437,8e-06,143.895,0.541278740955247
VFID3877,187.78824,18.219944,1519.6,9.596685,SDSSJ123109.18+181311.8,59.6976,97.9554,0.938738,0.186667,0.000486,1e-05,130.317,0.197091057093855
VFID3878,158.31764,18.219597,1281.9,16.135328,SDSSJ103316.23+181310.5,112.663,166.134,1.08987,0.214944,0.0004,7e-06,215.476,0.439222301610068
VFID3879,170.18735,18.219515,1478,12.1933,PGC1553459,636.675,817.298,0.289056,0.060404,0.000147,4e-06,910.512,0.580206529785198
VFID3880,186.48183,18.214115,915.4,104.742096,NGC4394,0,0,0,0,0,0,0,0.698999623976819
VFID3880,186.48183,18.214115,915.4,104.742096,NGC4394,21784,43891.9,0.081244,0.016925,5.4e-05,2e-06,74948.5,0.682923825629276
VFID3881,169.02501,18.211445,872.8,15.853357,PGC1553230,362.484,669.012,1.02811,0.214006,0.000408,7e-06,1012.18,0.107800449382822
VFID3881,169.02501,18.211445,872.8,15.853357,PGC1553230,0,0,0,0,0,0,0,0.0989682206458092
VFID3882,188.64474,18.202663,1394.6,82.05806,NGC4539,15857.3,28745.3,0.022871,0.004593,1.7e-05,1e-06,45045.4,0.260358856628968
VFID3882,188.64474,18.202663,1394.6,82.05806,NGC4539,0,0,0,0,0,0,0,0.0652290481448423
VFID3883,151.0216,18.197622,2119,12.945572,SDSSJ100405.21+181150.8,145.047,174.015,0.031865,0.00726,1.9e-05,1e-06,195.229,0.280789231191325
VFID3884,186.20152,18.195103,691.9,32.81869,IC3292,1495.29,2943.75,0.229906,0.048709,0.00012,3e-06,4880.97,0.171873184403924
VFID3884,186.20152,18.195103,691.9,32.81869,IC3292,0,0,0,0,0,0,0,0.135907608395391
VFID3885,175.83322,18.19063,3193.2,42.181427,UGC06687,959.48,1223.73,0.016164,0.00331,1.1e-05,0,1472.18,0.382510645799221
VFID3887,229.44498,18.181417,1545.9,8.612342,SDSSJ151746.79+181053.2,71.6869,100.623,2.20612,0.447429,0.001577,2.4e-05,122.368,0.010453395601544
VFID3888,169.24564,18.148605,1210.9,95.525925,NGC3608,24885.7,51737,0.124203,0.025744,6.5e-05,2e-06,88221.7,0.21522528891312
VFID3889,186.35022,18.13988,773,15.070277,PGC040512,0,0,0,0,0,0,0,0.225913140440851
VFID3889,186.35022,18.13988,773,15.070277,PGC040512,758.917,1306.06,0.081224,0.017401,5.2e-05,1e-06,1820.49,0.259859115726186
VFID3891,186.6738,18.137089,708.5,27.005926,SDSSJ122641.71+180813.4,107.136,190.965,0.5346,0.111094,0.000299,6e-06,267.427,0.109731117293841
VFID3892,165.85579,18.135334,975.8,87.52281,NGC3507,0,0,0,0,0,0,0,0.578945292845293
VFID3892,165.85579,18.135334,975.8,87.52281,NGC3507,31586.3,59844.4,0.011852,0.002433,7e-06,0,96137.9,0.383264920923409
VFID3893,193.68913,18.13483,1136.7,100,EVCC1234,187.994,337.873,0.442187,0.09316,0.000212,5e-06,481.171,0.224008794587966
VFID3895,169.14696,18.118376,1136.2,33.89388,PGC034407,0,0,0,0,0,0,0,0.175155821800953
VFID3895,169.14696,18.118376,1136.2,33.89388,PGC034407,0,0,0,0,0,0,0,0.175155821800953
VFID3895,169.14696,18.118376,1136.2,33.89388,PGC034407,976.446,1828.02,0.278563,0.05902,0.000123,3e-06,2834.65,0.161085997878707
VFID3896,168.86229,18.110376,837.1,71.96499,NGC3599,9022.91,17563.9,0.173257,0.036089,8.4e-05,2e-06,27524.7,0.0650655936513513
VFID3896,168.86229,18.110376,837.1,71.96499,NGC3599,0,0,0,0,0,0,0,0.0775154372049636
VFID3897,169.80144,18.0594,992.5,23.995028,PGC034626,687.072,1288.46,0.275554,0.058648,0.000178,5e-06,1953.95,0.240151698831846
VFID3897,169.80144,18.0594,992.5,23.995028,PGC034626,0,0,0,0,0,0,0,0.204813722875844
VFID3898,169.22766,18.051855,930.1,137.7594,NGC3607,51985.1,113264,0.084428,0.017199,4e-05,1e-06,209463,0.494396331538316
VFID3899,188.15065,18.023104,838.9,36.151077,PGC041598,888.879,1602.57,0.504918,0.099039,0.000286,6e-06,2360.19,0.275534573746011
VFID3900,169.19417,18.017149,675.2,37.50777,NGC3605,6503.24,12834.6,0.346876,0.070018,0.000136,3e-06,21668.2,0.16009919584279
VFID3902,187.75972,18.003437,2084,36.78475,SDSSJ123102.35+180012.4,60.092,75.6875,0.304206,0.061428,0.000173,4e-06,83.5337,0.342401357100249
VFID3905,165.697,17.989435,1125.9,129.15799,NGC3501,5439.21,11324.5,0.084472,0.017525,4.9e-05,1e-06,22650.2,0.569859264399779
VFID3907,195.83487,17.986023,963.9,14.12932,SDSSJ130320.36+175909.7,382.668,659.788,0.073516,0.015549,4.3e-05,1e-06,980.72,0.165369646041124
VFID3909,163.0891,17.935265,1303.6,32.21968,PGC032630,0,0,0,0,0,0,0,0.178504404514373
VFID3909,163.0891,17.935265,1303.6,32.21968,PGC032630,1114.53,2163.47,0.35422,0.073865,0.000154,4e-06,3401.46,0.121669180997283
VFID3910,240.466,17.928007,2190,8.056033,PGC1545514,125.548,141.594,2.2713,0.470331,0.001144,1.3e-05,138.948,0.465018445254311
VFID3912,183.50548,17.899862,2317.8,16.524231,UGC07237,552.676,825.84,0.134124,0.029321,8.1e-05,3e-06,1061.16,0.358284944508952
VFID3913,236.74535,17.884224,3290.7,44.990543,NGC5996,0,0,0,0,0,0,0,0.183400100839019
VFID3913,236.74535,17.884224,3290.7,44.990543,NGC5996,8027.4,13397,0.072451,0.016699,9.7e-05,1e-06,19146.3,0.23929254500231
VFID3914,174.97571,17.882076,3105.6,17.706032,PGC036178,666.189,1259.53,0.634574,0.12481,0.000338,7e-06,2003.37,0.450479635526615
VFID3914,174.97571,17.882076,3105.6,17.706032,PGC036178,0,0,0,0,0,0,0,0.383526668286547
VFID3915,169.9096,17.869349,1245.9762,54.59549,,561.12,1032.19,0.168959,0.035671,7.7e-05,2e-06,1534.97,0.285731308828924
VFID3915,169.9096,17.869349,1245.9762,54.59549,,470.586,866.057,0.208802,0.044045,9.7e-05,3e-06,1273.48,0.305146790800433
VFID3916,240.0576,17.848295,2053.3,11.37945,PGC1543427,0,0,0,0,0,0,0,0.110900833041138
VFID3916,240.0576,17.848295,2053.3,11.37945,PGC1543427,303.403,418.743,0.739678,0.156677,0.000432,6e-06,504.443,0.208224628518642
VFID3918,177.3125,17.828611,3068,7.2041297,AGC219540,13.2603,16.7425,1.06693,0.22253,0.000484,1e-05,20.1383,0.759314583478803
VFID3919,186.80313,17.820894,935.1,22.086212,PGC040814,287.456,503.961,0.197097,0.041868,0.000137,4e-06,716.904,0.437521426935517
VFID3920,170.93973,17.818663,1288,58.900806,NGC3659,0,0,0,0,0,0,0,0.265294017149109
VFID3921,169.40916,17.818089,1286.8,37.594234,PGC034493,854.317,1631.94,0.197109,0.041923,0.000113,3e-06,2575.98,0.159275695453183
VFID3922,188.70558,17.81426,1198.2,52.4954,IC3530,1818.32,3320.12,0.175026,0.034816,9.8e-05,3e-06,5055.18,0.34574368397243
VFID3923,194.6499,17.813038,1015.5,19.059929,PGC166150,281.792,384.673,0.229458,0.049038,0.000115,3e-06,466.471,0.866779827330191
VFID3924,163.56404,17.810202,973.3,32.517807,UGC06022,527.795,761.07,0.137521,0.028812,6.7e-05,2e-06,950.455,0.346390553465303
VFID3925,141.06975,17.807108,2555.6,16.486227,PGC026647,0,0,0,0,0,0,0,0.0450719386442979
VFID3925,141.06975,17.807108,2555.6,16.486227,PGC026647,832.288,1320.41,0.825618,0.162171,0.000288,6e-06,1746.08,0.0944534175661105
VFID3928,185.8824,17.7946,888.6,15.635841,PGC040235,109.336,197.563,0.36849,0.078862,0.000241,6e-06,276.203,0.358641780193617
VFID3929,196.84642,17.79115,2955.7,21.934172,PGC045452,364.286,568.703,0.398702,0.082748,0.000207,5e-06,773.638,0.3333051756446
VFID3931,248.83629,17.765293,2740.3,12.738587,PGC058551,624.068,990.065,1.37716,0.288051,0.000551,1e-05,1271.4,0.0780442295271321
VFID3931,248.83629,17.765293,2740.3,12.738587,PGC058551,0,0,0,0,0,0,0,0.183329032291641
VFID3932,188.99625,17.760557,1351,12.447628,AGC229321,41.7078,50.0195,1.11124,0.208692,0.000428,8e-06,56.8875,0.681364567633415
VFID3933,198.98454,17.760532,973.6,15.244783,PGC046161,416.28,574.749,0.915013,0.183596,0.000457,9e-06,692.021,0.174306056022347
VFID3935,139.58273,17.753338,3012.5,36.823177,UGC04925,1493.21,2326.3,0.034766,0.007841,1.9e-05,1e-06,3164.21,0.212687036641452
VFID3936,232.96503,17.752151,2063.1,7.631595,SDSSJ153151.60+174507.7,1.91475,6.82415,1.17908,0.246177,0.000946,1.7e-05,24.9987,0.16893458033126
VFID3938,183.70741,17.718971,2375.1,15.492491,PGC089680,352.81,579.231,1.00337,0.206101,0.000442,9e-06,805.743,0.499749024946748
VFID3939,184.67413,17.718704,675.3,31.486273,UGC07346,1717.89,3001.56,0.092439,0.020234,5.9e-05,2e-06,4244.46,0.298974658301929
VFID3941,236.3946,17.700089,3086.5,25.593004,IC1135,1065.69,1938.86,0.718072,0.155347,0.000742,1.1e-05,3131.47,0.11071009001415
VFID3941,236.3946,17.700089,3086.5,25.593004,IC1135,0,0,0,0,0,0,0,0.197836116817501
VFID3943,150.43745,17.687225,2225.1,47.806168,PGC2806966,1.90364,2.94724,1.29235,0.267782,0.000478,8e-06,3.63657,0.792191687101405
VFID3944,185.48276,17.681278,2024.3,12.014813,SDSSJ122155.85+174052.5,84.5534,110.201,0.842444,0.171831,0.000367,7e-06,127.385,0.150163668216959
VFID3945,182.9579,17.676674,2409.4,13.712646,PGC1538667,252.883,370.517,0.296077,0.065641,0.000174,4e-06,463.446,0.55694195395119
VFID3946,184.3636,17.650509,947.1,30.069157,PGC039413,1665.99,3214.8,0.797217,0.16724,0.000405,8e-06,5216.07,0.106958628218037
VFID3946,184.3636,17.650509,947.1,30.069157,PGC039413,0,0,0,0,0,0,0,0.113351246420311
VFID3947,169.52141,17.649458,967.1,27.933237,IC2703,895.506,1720.67,0.453685,0.09527,0.000245,6e-06,2751.17,0.225219632226962
VFID3947,169.52141,17.649458,967.1,27.933237,IC2703,909.767,1748.64,0.440803,0.092646,0.000239,5e-06,2800.47,0.22773930913895
VFID3947,169.52141,17.649458,967.1,27.933237,IC2703,0,0,0,0,0,0,0,0.248044976997007
VFID3947,169.52141,17.649458,967.1,27.933237,IC2703,0,0,0,0,0,0,0,0.248044976997007
VFID3948,166.23676,17.641777,907.7,19.059929,SDSSJ110456.82+173830.5,142.733,244.073,0.506233,0.106706,0.000269,6e-06,341.817,0.0158545990391881
VFID3949,166.38551,17.639608,1039.9,45.932625,PGC033523,1299.87,2021.47,0.365934,0.077025,0.000168,4e-06,2764.92,0.620841887944943
VFID3950,185.29715,17.638618,2095.9,19.775217,PGC039904,1044.9,1485.23,0.643878,0.137197,0.000338,7e-06,1858.11,0.427588554428021
VFID3951,182.78596,17.631435,2357.2,7.675758,PGC1537492,114.274,163.361,1.39613,0.290508,0.000603,1e-05,201.755,0.0800174520829197
VFID3952,163.70253,17.621174,1159.2,29.1153,NGC3457,0,0,0,0,0,0,0,0.459465405623759
VFID3952,163.70253,17.621174,1159.2,29.1153,NGC3457,0,0,0,0,0,0,0,0.459465405623759
VFID3952,163.70253,17.621174,1159.2,29.1153,NGC3457,6556.79,12831.7,0.439358,0.086579,0.000217,5e-06,21380.3,0.485855765636518
VFID3953,271.95493,17.604687,2225.3,58.900806,NGC6555,34.1757,0,3.74915,0.799203,0.001247,1.5e-05,138.571,0.922958802010383
VFID3954,127.768555,17.595343,2100.5,7.658104,PGC1536571,146.022,214.666,0.529604,0.115345,0.000222,4e-06,275.023,0.00463125174155843
VFID3957,162.60641,17.564245,1136.2,25.06809,UGC05945,0,0,0,0,0,0,0,0.186338607506608
VFID3958,185.9062,17.540945,1149.4,40.282948,NGC4344,0,0,0,0,0,0,0,0.570249674232785
VFID3959,267.6674,17.53786,3039.9,42.376125,NGC6467,3488.29,6583.43,0.168947,0.040569,0.0001,3e-06,11404.7,0.199176121606211
VFID3960,208.79083,17.536667,2827,13.922989,AGC239063,60.6356,87.8587,0.861282,0.182904,0.000796,1.6e-05,108.12,0.388922867118348
VFID3962,120.09975,17.524155,2048.8,11.671354,PGC1534834,359.714,500.5,1.12018,0.244926,0.000562,1e-05,628.928,0.29862457510741
VFID3963,187.4308,17.5155,679.8,13.935458,PGC041206,105.545,189.454,0.399652,0.080809,0.000237,6e-06,269.875,0.505964015689399
VFID3963,187.4308,17.5155,679.8,13.935458,PGC041206,0,0,0,0,0,0,0,0.459118737147856
VFID3964,190.58568,17.509794,1168.5,23.394903,PGC086641,1267.1,2168.27,0.075711,0.015885,7.2e-05,2e-06,3046.61,0.513935682999509
VFID3966,166.60503,17.507988,2952,37.6809,UGC06157,2414.85,3689.16,0.047825,0.010483,3.8e-05,1e-06,4940.06,0.062958001721029
VFID3967,166.71274,17.500902,949.4,8.997488,SDSSJ110651.09+173002.8,54.3055,90.7135,1.01918,0.211594,0.000428,8e-06,125.71,0.732059709061652
VFID3968,185.20341,17.487158,1412.3,41.98762,UGC07399A,2834.48,5451.35,0.071191,0.015819,5.8e-05,2e-06,8618.97,0.341367219680026
VFID3968,185.20341,17.487158,1412.3,41.98762,UGC07399A,0,0,0,0,0,0,0,0.352726774705843
VFID3970,192.63033,17.471323,851.5,28.452555,PGC043457,0.95763,0.463381,2.86745,0.519855,0.000632,9e-06,0.184306,0.894442543711288
VFID3971,163.7778,17.462652,1166.7,16.524231,PGC1533359,355.534,488.28,0.452923,0.094862,0.000209,5e-06,578.785,0.490566430304917
VFID3971,163.7778,17.462652,1166.7,16.524231,PGC1533359,354.941,487.676,0.453836,0.095047,0.00021,5e-06,578.328,0.484535861403676
VFID3972,188.32698,17.45934,1162.4,24.328833,UGC07707,554.15,986.225,0.186977,0.036945,0.000127,4e-06,1401.74,0.380443535184357
VFID3973,175.067,17.457262,3136.8,24.384916,PGC036194,2315.18,4582.43,0.480102,0.09203,0.000189,4e-06,7653.75,0.195377223867951
VFID3973,175.067,17.457262,3136.8,24.384916,PGC036194,0,0,0,0,0,0,0,0.203841163336483
VFID3974,239.63477,17.441475,2173,67.007164,IC1151,11477.7,18660.8,0.025664,0.005704,2.1e-05,0,27842.7,0.390703540965336
VFID3975,169.49182,17.441355,767,26.737528,PGC034522,1666.02,3139.23,0.637697,0.126566,0.000308,7e-06,4989.5,0.109003556155291
VFID3976,187.5212,17.3979,2485.8,29.793482,PGC041263,324.902,466.896,0.174369,0.034894,0.000103,3e-06,584.279,0.835733507560168
VFID3978,164.16104,17.383715,947.9,11.353277,SDSSJ105638.66+172301.2,130.891,175.048,0.434273,0.085273,0.000169,4e-06,203.568,0.187047290411871
VFID3980,181.72536,17.340267,2128,26.984928,PGC166122,12.7041,17.315,1.04761,0.218984,0.000466,9e-06,18.9433,0.982263895816471
VFID3981,172.60916,17.332441,1177.5,17.183882,PGC3090344,419.533,673.289,0.581265,0.120548,0.000242,5e-06,879.353,0.190233184262879
VFID3984,187.4373,17.2874,1318.8,15.635841,PGC041214,116.368,206.416,0.277583,0.05461,0.000157,4e-06,291.511,0.439015690791259
VFID3986,163.6295,17.28473,1104.4,68.56796,NGC3455,5454.13,8424.68,0.110742,0.023034,6.3e-05,2e-06,11688.7,0.414755773078016
VFID3986,163.6295,17.28473,1104.4,68.56796,NGC3455,0,0,0,0,0,0,0,0.159079445175528
VFID3987,161.76683,17.273657,1280.7,73.13432,NGC3370,15846.8,27851.6,0.043131,0.008875,1.3e-05,0,44581.3,0.177150939110916
VFID3989,141.21559,17.261494,2617.3,12.27782,PGC1528515,248.889,381.703,1.03069,0.199832,0.000333,6e-06,495.564,0.957808447151748
VFID3991,127.50702,17.259861,2085.7,33.660553,UGC04444,2751.56,4446.78,0.099457,0.0217,6e-05,2e-06,6380.51,0.131795274268611
VFID3992,177.27315,17.255682,618.2,7.2463827,PGC1528400,77.3988,125.48,1.27479,0.248987,0.000425,8e-06,166.906,0.414057832639342
VFID3993,195.93565,17.247406,2730.7,6.7316456,SDSSJ130344.56+171450.6,87.8737,124.979,2.61807,0.479165,0.000828,1.2e-05,154.339,0.258955653059959
VFID3993,195.93565,17.247406,2730.7,6.7316456,SDSSJ130344.56+171450.6,87.8723,124.974,2.61811,0.479172,0.000828,1.2e-05,154.334,0.258887218695294
VFID3994,184.86952,17.230436,918.9,28.981525,UGC07366,1066.59,1948.14,0.297888,0.064075,0.000197,5e-06,2946.87,0.139192379582884
VFID3995,171.93314,17.224115,1156.4,87.12068,NGC3686,0,0,0,0,0,0,0,0.328073641641857
VFID3995,171.93314,17.224115,1156.4,87.12068,NGC3686,49224,89370.5,0.004933,0.001094,4e-06,0,140367,0.882390515307659
VFID3999,154.76903,17.183355,1965.2,7.855906,SDSSJ101904.56+171100.0,67.284,83.1073,1.7167,0.34961,0.000524,8e-06,90.3243,0.312407294499748
VFID4001,173.56754,17.163067,1053.6,20.99526,PGC166113,190.256,293.003,0.243359,0.050794,0.000146,4e-06,374.897,0.507126610367357
VFID4003,156.2835,17.155067,811.55505,104.46877,,170.656,130.838,2.59682,0.479828,0.000799,1.1e-05,60.5022,0.334968991601686
VFID4004,163.14552,17.144938,1118,9.313679,SDSSJ105234.93+170841.8,71.9483,103.868,0.737347,0.149694,0.000266,6e-06,127.287,0.636902196012958
VFID4007,164.08308,17.085012,960.7,8.455149,SDSSJ105619.93+170505.9,46.3094,68.5143,1.22926,0.239549,0.000606,1.1e-05,81.1664,0.870140427017744
VFID4009,187.12299,17.084898,1954.2,163.72736,NGC4450,59762.1,126994,0.023083,0.004576,1.7e-05,1e-06,226148,0.818442165687732
VFID4010,171.7966,17.03021,1159.1,68.72603,NGC3684,20051.2,34818.6,0.024018,0.005312,1.6e-05,1e-06,54481,0.394563275292296
VFID4011,185.34378,17.024784,3235.2432,23.54023,,214.872,555.257,0.819744,0.164922,0.000356,7e-06,1103.42,0.074201171975966
VFID4013,163.93521,17.00501,1137.8,18.75518,PGC032843,0,0,0,0,0,0,0,0.110425012260225
VFID4013,163.93521,17.00501,1137.8,18.75518,PGC032843,796.813,1190.35,0.639165,0.127426,0.000285,6e-06,1581.38,0.251705528141493
VFID4014,174.98459,16.955015,3190.4,17.869864,PGC036181,0,0,0,0,0,0,0,0.210894992200517
VFID4014,174.98459,16.955015,3190.4,17.869864,PGC036181,1546.61,2118.08,0.89828,0.17003,0.0004,7e-06,2582.35,0.101857660094805
VFID4015,172.03922,16.920444,1064.7,44.578068,NGC3691,0,0,0,0,0,0,0,0.531884522130064
VFID4015,172.03922,16.920444,1064.7,44.578068,NGC3691,15974.4,26024.1,0.00976,0.002152,8e-06,0,36662.2,0.842177718914826
VFID4016,124.01471,16.901001,2850.5,8.553055,PGC1519789,170.881,218.627,1.0141,0.217286,0.000607,7e-06,241.307,0.0150883798835489
VFID4017,176.16966,16.899632,919.9,9.292258,PGC1519757,198.288,281.444,1.25889,0.246273,0.000516,1e-05,359.472,0.269892880627714
VFID4018,113.18534,16.897295,2408.6,13.903408,PGC021245,812.071,1481.86,0.59771,0.132483,0.000273,5e-06,2273.75,0.330215388062781
VFID4020,165.19655,16.882132,1136.2,10.546813,SDSSJ110047.14+165255.5,177.78,259.09,0.177531,0.035346,8.1e-05,2e-06,324.917,0.189508176813008
VFID4022,233.78682,16.870855,1991.2,21.783178,PGC055511,449.204,679.261,0.277745,0.063265,0.000423,1.1e-05,887.097,0.571610931899066
VFID4022,233.78682,16.870855,1991.2,21.783178,PGC055511,455.873,688.392,0.304214,0.069266,0.000474,1.3e-05,896.961,0.879113531101798
VFID4023,171.62419,16.863293,1233,52.254208,NGC3681,0,0,0,0,0,0,0,0.531500464103584
VFID4023,171.62419,16.863293,1233,52.254208,NGC3681,11923.3,23144.2,0.123933,0.026667,6.7e-05,2e-06,38968.1,0.50023613812275
VFID4024,187.91476,16.852793,1506,86.32195,NGC4498,0,0,0,0,0,0,0,0.495862929949539
VFID4025,186.0081,16.8393,1637.8,100,EVCC0504,68.9871,120.835,0.494047,0.101428,0.000244,6e-06,168.074,0.275069357926777
VFID4026,169.46167,16.821123,3184,11.120421,PGC1517786,111.635,141.142,0.933977,0.187534,0.000327,6e-06,160.645,0.731969958713661
VFID4027,186.22859,16.81087,2385.1,9.707809,SDSSJ122454.85+164839.1,102.202,146.769,1.69202,0.320153,0.000631,1.1e-05,181.906,0.259882463878187
VFID4028,187.33823,16.806364,869.5,24.78114,PGC041149,346.14,639.707,0.179871,0.035772,0.000109,3e-06,921.235,0.196346610403019
VFID4030,163.3499,16.772419,1085.6,101.41945,NGC3447,0,0,0,0,0,0,0,0.136628887703774
VFID4031,187.7177,16.758816,939.8,51.656055,NGC4489,6937.89,13502.2,0.252956,0.048817,0.000135,4e-06,22561.8,0.110045238200186
VFID4031,187.7177,16.758816,939.8,51.656055,NGC4489,0,0,0,0,0,0,0,0.114950863754962
VFID4033,176.3608,16.745491,3206.4,12.249581,SDSSJ114526.60+164443.7,296.006,432.37,0.173219,0.035198,8.3e-05,2e-06,539.181,0.0463276358582222
VFID4035,141.6687,16.735184,2469.9,7.8184605,PGC1515746,78.1746,109.812,1.48294,0.271614,0.000424,7e-06,132.307,0.200520952677054
VFID4036,165.64671,16.73486,1033.6,57.163822,UGC06112,6253.89,9347.43,0.010796,0.002228,6e-06,0,12405,0.64503019667575
VFID4039,185.89719,16.72238,949.5,84.55149,NGC4340,0,0,0,0,0,0,0,0.701120813883146
VFID4039,185.89719,16.72238,949.5,84.55149,NGC4340,18091.6,37664.2,0.116024,0.024255,6.4e-05,2e-06,66065.8,0.655509156916467
VFID4040,186.66183,16.717693,1613.6,13.555678,SDSSJ122638.81+164303.8,428.811,685.098,0.14327,0.028376,8e-05,2e-06,908.592,0.401857915144987
VFID4043,185.99089,16.693275,1246.5,83.96944,NGC4350,27175.2,58052.2,0.201577,0.041803,0.000111,3e-06,105262,0.560716461059703
VFID4044,165.09909,16.692213,940.7,40.749405,UGC06083,966.365,1598.75,0.356909,0.069478,0.000145,3e-06,2319.02,0.210588036666523
VFID4045,188.01363,16.687696,1627,31.125853,NGC4502,0,0,0,0,0,0,0,0.747295551734504
VFID4045,188.01363,16.687696,1627,31.125853,NGC4502,1927.25,3058.41,0.232436,0.046902,0.000148,4e-06,4224.96,0.221039502216137
VFID4046,148.27977,16.677671,1403.1,97.52619,NGC3041,0,0,0,0,0,0,0,0.0382163486055011
VFID4046,148.27977,16.677671,1403.1,97.52619,NGC3041,33575.5,61018.4,0.004391,0.001017,3e-06,0,100014,0.336442149902742
VFID4048,175.50717,16.675682,3061.7,8.435702,SDSSJ114201.70+164032.4,110.982,142.527,1.97839,0.380062,0.000605,9e-06,164.769,0.32619067086474
VFID4049,234.18793,16.652342,1924.3342,5.2115397,,3.25898,10.668,3.26549,0.651667,0.002966,4e-05,24.7126,0.198058477188611
VFID4050,169.45164,16.640049,1041.1,13.649642,PGC1513499,205.701,310.035,0.555224,0.120285,0.000281,6e-06,400.788,0.056084176589694
VFID4051,238.67183,16.617208,2286.2,19.280632,UGC10086,1297.71,2147.56,0.932713,0.199974,0.000665,8e-06,3157.91,0.474954864550067
VFID4051,238.67183,16.617208,2286.2,19.280632,UGC10086,0,0,0,0,0,0,0,0.375623753153525
VFID4052,188.8834,16.612104,2116.3,15.279926,PGC041945,239.253,363.466,0.614604,0.122213,0.000324,7e-06,465.454,0.27639931718423
VFID4053,238.66003,16.610453,2390.6,11.353277,PGC214434,152.067,223.232,1.816,0.385008,0.001094,1.1e-05,295.486,0.391053953342274
VFID4053,238.66003,16.610453,2390.6,11.353277,PGC214434,0,0,0,0,0,0,0,0.489989389604258
VFID4054,185.33,16.609295,1364.1,8.997488,PGC039928,82.305,150.711,0.727262,0.145241,0.000325,7e-06,215.864,0.0336499151392988
VFID4055,234.132,16.607805,1963.9,75.01036,NGC5962,0,0,0,0,0,0,0,0.169467383888901
VFID4055,234.132,16.607805,1963.9,75.01036,NGC5962,22562.7,43677.4,0.070698,0.015922,0.000118,4e-06,75063.9,0.230943722698151
VFID4056,165.46234,16.606962,2945.4,41.41153,UGC06104,4690.17,6975.03,0.027744,0.005784,1.5e-05,1e-06,9399.38,0.63220624681395
VFID4057,176.99,16.59528,3299,5.8076944,,104.122,159.957,1.71901,0.316688,0.000637,1e-05,215.147,0.563014725330276
VFID4058,170.72755,16.590197,1500.7,43.563347,NGC3655,11448.8,21686,0.156829,0.034873,7.8e-05,2e-06,36684.1,0.283774235440804
VFID4058,170.72755,16.590197,1500.7,43.563347,NGC3655,0,0,0,0,0,0,0,0.582982782616758
VFID4059,195.37364,16.572565,2666.8,27.99763,2MASXJ13012967+1634220,407.325,554.332,0.737318,0.145621,0.000303,6e-06,679.417,0.377953031630962
VFID4059,195.37364,16.572565,2666.8,27.99763,2MASXJ13012967+1634220,0,0,0,0,0,0,0,0.278949802218091
VFID4059,195.37364,16.572565,2666.8,27.99763,2MASXJ13012967+1634220,0,0,0,0,0,0,0,0.278949802218091
VFID4061,180.96063,16.55454,2069.3,23.233854,UGC07039,1446.98,2247.92,0.060847,0.013443,4.1e-05,1e-06,2938.29,0.116890500899037
VFID4064,190.9754,16.54739,1287.6,24.456404,SDSSJ124354.11+163250.5,134.696,182.26,0.906518,0.184429,0.000703,1.5e-05,218.455,0.861904705240749
VFID4065,215.53987,16.545475,2342.7,13.807697,PGC1511334,490.061,630.659,0.477065,0.100683,0.000405,9e-06,696.899,0.662505062249841
